"id","duration","date","userId","modifiedById","phoneProvider","direction","mediaType","dealId","userTalkRatio","longestContactMonologue","patience","interactionSpeed","role","teams","contacts","tag"
5267,3917.984,2021-10-07 11:00:08,23,,zoom,outbound,video,142,0.3352050104941124,194.86885213851997,2.474130913932135,4.318547497896878,admin,{Sales},2,Set up
5262,122.436,2021-10-07 10:18:07,61,3,aircall,outbound,audio,,0.44174596685302436,35.7723131179809,0.12422585487364265,3.920415564049789,admin,{Sales},1,Unscheduled Follow up
5263,1437.888,2021-10-07 10:01:37,8,,zoom,outbound,video,563,0.7108850233212373,105.97267770767198,0.3040437459948404,4.131058886366672,admin,{Sales},1,Set up
5264,1566.528,2021-10-07 10:00:48,18,,zoom,outbound,video,546,0.5401117516293379,83.4663023948699,0.9688227675678494,3.370511092045594,admin,{Account Manager},2,Client Follow Up
5259,635.625,2021-10-06 16:00:00,14,,google,outbound,video,641,0.37522553792744984,0.0,0.0,0.0,admin,{Sales},1,"1st Call"
5260,914.625,2021-10-06 16:00:00,1,59,google,outbound,video,452,0.40564068213860804,97.675774097442,0.4843654831250322,3.148831488314883,admin,{Sales},1,Client Follow Up
5258,127.42525,2021-10-06 15:58:11,23,,aircall,outbound,audio,,0.3577939670710091,19.879781484603896,0.03506368398662829,4.2377786192297044,admin,{Sales},1,Unscheduled Follow up
5257,985.856,2021-10-06 15:30:49,8,,zoom,outbound,video,18,0.34500544079874473,122.42440795898398,0.08777322806420429,1.886685276551545,admin,{Sales},2,Prospect Follow up
5256,150.25625,2021-10-06 15:20:27,23,59,aircall,outbound,audio,,0.37490294244531186,25.0091073513031,0.014311824526086323,5.19113181648018,admin,{Sales},1,Cold Call
5254,590.624,2021-10-06 14:03:01,8,67,zoom,outbound,video,516,0.44243884434090036,66.36500000000001,0.3355555555555547,3.55556157555399,admin,{Sales},1,Prospect Follow up
5252,145.685,2021-10-06 11:23:38,61,,aircall,outbound,audio,,0.4204870256336957,22.785063982009902,0.2106860478718673,4.942169749802656,admin,{Sales},1,Cold Call
5249,468.544,2021-10-06 10:07:14,18,18,zoom,outbound,video,,0.553635414880603,40.20036411285395,0.6014888390250893,5.762532440923372,admin,{Account Manager},1,Other
5250,2011.488,2021-10-06 10:01:10,8,,zoom,outbound,video,640,0.6183914908345873,131.14207649231003,0.8915343653591522,2.475779124707679,admin,{Sales},1,"1st Call"
5253,2252.375,2021-10-06 10:00:00,23,23,google,outbound,video,,0.5777653650700433,150.06010913849013,0.2086578949960868,2.5040235307175758,admin,{Sales},1,"1st Call"
5247,1112.192,2021-10-06 09:04:39,23,,zoom,outbound,video,,0.46234039797916293,35.730419039728986,0.5534172731896969,5.071066866152607,admin,{Sales},1,Set up
5248,1036.875,2021-10-06 09:00:00,17,17,google,outbound,video,639,0.5431076908054032,60.821494102477914,1.1216606162487166,2.7775768535262206,admin,{Sales},3,Demo
5246,1565.75,2021-10-05 17:15:00,17,,google,outbound,video,,0.554621687526223,122.16393470764206,0.8010804262664885,2.222577039757305,admin,{Sales},1,"1st Call"
5242,363.584,2021-10-05 17:03:02,23,,zoom,outbound,video,,0.0,0.0,0.0,0.0,admin,{Sales},1,Other
5243,1554.048,2021-10-05 17:00:59,14,,zoom,outbound,video,,0.708194537720812,112.94535517692498,0.3730874374509199,3.1273165307635287,admin,{Sales},1,Client Follow Up
5245,1064.25,2021-10-05 16:30:00,17,,google,outbound,video,452,0.582508271866777,48.357012748718034,0.23469950258790498,2.1987315010570825,admin,{Sales},1,Prospect Follow up
5240,270.55025,2021-10-05 16:11:55,61,,aircall,outbound,audio,,0.44959981793589227,41.322404146195026,0.01602916717513452,4.435405252813479,admin,{Sales},1,Cold Call
5238,1389.024,2021-10-05 15:32:13,18,,zoom,outbound,video,,0.32454285434487745,55.01092934608505,1.1538728887129157,3.5852512267606613,admin,{Account Manager},1,Client Follow Up
5239,1872.64,2021-10-05 15:31:08,14,,zoom,outbound,video,,0.5518523386093552,243.50637531280492,0.8001961398585072,3.3642344497607652,admin,{Sales},3,Onboarding Team
5241,800.042,2021-10-05 15:30:00,8,,google,outbound,video,49,0.4892593742736769,67.53369808197058,1.168162914259159,4.27477557428235,admin,{Sales},1,Client Follow Up
5237,1623.904,2021-10-05 14:35:37,18,,zoom,outbound,video,,0.562644858536282,80.70127511024401,0.5651918024783966,2.253827812481526,admin,{Account Manager},1,Other
5236,2956.032,2021-10-05 14:31:12,8,8,zoom,outbound,video,638,0.7140128426157923,198.29690361023017,0.5589842403635086,3.430274097168095,admin,{Sales},5,Onboarding Team
5234,301.71425,2021-10-05 14:25:43,61,,aircall,inbound,audio,,0.6016802953903319,55.5318763256073,0.08816037178034186,3.977273198067377,admin,{Sales},1,Cold Call
5233,759.712,2021-10-05 14:01:58,8,,zoom,outbound,video,405,0.12838006346600536,248.91621088981577,0.1564664006232647,1.4215913398761637,admin,{Sales},1,Prospect Follow up
5235,868.209,2021-10-05 14:00:00,18,,google,outbound,video,,0.738437858617082,58.91621136665299,0.3690953830878385,4.146467037314748,admin,{Account Manager},1,Onboarding Team
5232,247.84975,2021-10-05 13:49:08,61,,aircall,outbound,audio,,0.6397171506214552,28.675774484871994,0.3209140571682079,5.325807268314775,admin,{Sales},1,Cold Call
5231,591.709,2021-10-05 12:00:00,8,,google,outbound,video,637,0.5385191536210191,52.04371595382702,0.12453263684320304,3.853245429763618,admin,{Sales},1,"1st Call"
5230,1673.344,2021-10-05 11:50:10,23,,zoom,outbound,video,454,0.6975866088359208,116.93442630768311,0.36397181107396837,2.760938575690354,admin,{Sales},1,Prospect Follow up
5229,1456.459,2021-10-05 10:00:00,18,,google,outbound,video,538,0.3871917835923545,76.2513659000399,0.5555928014987308,3.9959930214307438,admin,{Account Manager},1,Client Follow Up
5228,3838.528,2021-10-05 09:00:51,17,17,zoom,outbound,video,526,0.5873361806649917,168.09471738338016,1.512678205020738,1.9851359687880357,admin,{Sales},5,Demo
5227,3357.664,2021-10-04 18:27:02,14,,zoom,outbound,video,636,0.6292962585443811,132.10382509232022,1.2392317227580474,2.430261038626855,admin,{Sales},2,Demo
5224,1722.208,2021-10-04 18:11:22,17,8,zoom,outbound,video,452,0.0,0.0,0.0,0.0,admin,{Sales},1,Prospect Follow up
5223,495.09875,2021-10-04 17:56:24,23,,aircall,outbound,audio,,0.5379361407631209,40.0601096153255,0.9350598039834813,5.574645462142653,admin,{Sales},1,Cold Call
5226,1265.024,2021-10-04 17:39:57,8,,zoom,outbound,video,635,0.5882679254192219,47.575592041019945,0.3120085117287876,3.889254275017708,admin,{Sales},1,"1st Call"
5225,1906.292,2021-10-04 17:00:00,18,,google,outbound,video,,0.4229106839888644,128.15664863586392,0.6906063471525344,3.178946352395121,admin,{Account Manager},1,Client Follow Up
5222,1669.088,2021-10-04 16:01:12,23,,zoom,outbound,video,539,0.0,0.0,0.0,0.0,admin,{Sales},1,Client Follow Up
5216,1589.312,2021-10-04 15:51:28,23,,manual,inbound,video,,0.0,0.0,0.0,0.0,admin,{Sales},1,Set up
5221,1787.584,2021-10-04 15:32:02,17,17,zoom,outbound,video,,0.0,0.0,0.0,0.0,admin,{Sales},1,Cold Call
5215,1564.128,2021-10-04 14:39:47,8,8,zoom,outbound,video,49,0.622789207735782,86.13296902179707,0.29768921171993873,3.836003191554655,admin,{Sales},1,Client Follow Up
5219,1482.688,2021-10-04 14:37:54,18,,zoom,outbound,video,507,0.6004982478101379,80.22040081024198,0.3334161747582527,3.6015668839297272,admin,{Account Manager},1,Client Follow Up
5213,457.169,2021-10-04 14:16:55,17,,aircall,outbound,audio,,0.29327956564955904,62.867030858994,3.0724393404447494,3.5435473533857285,admin,{Sales},1,Cold Call
5211,2468.288,2021-10-04 11:35:32,14,,zoom,outbound,video,618,0.6314473043430027,155.810564994812,0.550091035144511,2.090517800191874,admin,{Sales},2,Demo
5211,2468.288,2021-10-04 11:35:32,14,,zoom,outbound,video,618,0.6314473043430027,155.810564994812,0.550091035144511,2.090517800191874,admin,{Sales},2,"1st Call"
5203,429.060033,2021-10-01 16:14:03,23,23,manual,inbound,video,632,0.0,0.0,0.0,0.0,admin,{Sales},1,Demo
5206,1263.2,2021-10-01 16:03:57,18,,zoom,outbound,video,634,0.33024088716096167,126.05100202561016,1.3853715272811455,5.462317922735909,admin,{Account Manager},2,Other
5202,554.656,2021-10-01 16:02:11,8,,zoom,outbound,video,485,0.3120528186628861,42.426229715347006,1.3523402214050235,4.867882074655283,admin,{Sales},3,Set up
5205,1309.504,2021-10-01 16:01:51,17,,zoom,outbound,video,595,0.6355484097305358,104.828779697418,1.0003036399681873,2.749132495967939,admin,{Sales},3,Prospect Follow up
5199,1719.648,2021-10-01 15:01:00,8,23,zoom,outbound,video,631,0.34893721352970397,302.987249851226,0.3265746369170972,2.6517054653045276,admin,{Sales},1,"1st Call"
5200,2101.056,2021-10-01 15:00:37,14,,zoom,outbound,video,,0.4959887721803331,112.46448087692988,0.1457194732993176,2.1703372018642053,admin,{Sales},1,"1st Call"
5201,3272.32,2021-10-01 14:31:36,23,,zoom,outbound,video,632,0.4421677556433134,217.99635696410996,0.12139293002469995,2.7870134950127126,admin,{Sales},1,Demo
5198,503.904,2021-10-01 14:01:09,17,59,zoom,outbound,video,527,0.3774826157363308,65.94,0.2138461538461553,3.333968374928558,admin,{Sales},2,Prospect Follow up
5196,740.16,2021-10-01 12:01:26,8,,zoom,outbound,video,,0.736125478729562,27.293260812759996,0.1851678388460024,5.512321660181582,admin,{Sales},1,Set up
5194,2702.5,2021-10-01 11:46:44,23,,manual,inbound,video,483,0.0,0.0,0.0,0.0,admin,{Sales},1,Onboarding Team
5192,2083.584,2021-09-30 17:31:38,8,,zoom,outbound,video,49,0.5417140562037847,102.64480876922602,0.5593522058195887,4.809021378547734,admin,{Sales},1,Onboarding Managers
5189,1629.568,2021-09-30 15:35:03,8,,zoom,outbound,video,,0.7295965175319509,98.75774145125979,0.32836978584518006,2.945565941402875,admin,{Sales},1,Set up
5186,205.81875,2021-09-30 14:36:55,23,,aircall,outbound,audio,,0.31389140477504535,62.12386131286619,0.26593816280372184,2.332149038899517,admin,{Sales},1,Unscheduled Follow up
5185,146.49475,2021-09-30 14:22:52,23,,aircall,inbound,audio,,0.36372738415375533,42.98542833328252,1.808014440536661,4.09570991451912,admin,{Sales},1,Cold Call
5187,2694.752,2021-09-30 14:02:42,18,,zoom,outbound,video,135,0.0,0.0,0.0,0.0,admin,{Account Manager},1,Client Follow Up
5183,1295.25,2021-09-30 11:00:00,18,18,google,outbound,video,,0.42565082118582165,73.566484689712,1.3382983496111294,5.790387955993052,admin,{Account Manager},1,Client Follow Up
5179,2199.168,2021-09-30 10:01:52,18,,zoom,outbound,video,628,0.6202693501755602,62.68488168716499,0.2528878593746168,4.365287235900122,admin,{Account Manager},1,Client Follow Up
5180,988.709,2021-09-30 10:00:00,8,59,google,outbound,video,629,0.7094954297865793,158.49726772308298,0.11839710530774393,2.609463451834665,admin,{Sales},1,"1st Call"
5181,1535.334,2021-09-30 09:30:00,14,,google,outbound,video,,0.6592111462847094,44.648451566696,0.06249121060768313,2.0321311193525315,admin,{Sales},3,"1st Call"
5177,2686.624,2021-09-29 16:08:03,18,,zoom,outbound,video,546,0.0,0.0,0.0,0.0,admin,{Account Manager},1,Client Follow Up
5188,7943.616081,2021-09-29 15:01:00,8,8,manual,inbound,video,75,0.0,0.0,0.0,0.0,admin,{Sales},1,Other
5174,2416.416,2021-09-29 14:31:18,8,,zoom,outbound,video,78,0.7711559265922806,76.53187561035202,0.9859973229486714,0.7697350125144015,admin,{Sales},8,Onboarding Managers
5170,1792.704,2021-09-29 11:03:19,8,,zoom,outbound,video,384,0.5414407437105297,79.256830364466,2.078358005593966,3.5811823926314665,admin,{Sales},2,Client Follow Up
5169,150.7005,2021-09-29 10:53:36,23,,aircall,outbound,audio,,0.43724162306126824,16.4717664718628,0.04007276466920118,5.573969562144783,admin,{Sales},1,Unscheduled Follow up
5168,741.056,2021-09-29 10:01:15,23,,zoom,outbound,video,,0.9007969455651456,113.566484451294,1.6608062334680818,3.7244148890232314,admin,{Sales},2,Client Follow Up
5166,975.392,2021-09-29 09:32:52,8,,zoom,outbound,video,600,0.5666957012894613,46.473588228226006,0.453699614550667,4.552016009973426,admin,{Sales},2,Prospect Follow up
5167,3714.912,2021-09-29 09:01:07,17,1,zoom,outbound,video,605,0.6637707703439549,105.97500000000002,0.3396794871794913,2.5518774065173013,admin,{Sales},3,Demo
5164,2457.056,2021-09-28 18:03:05,18,,zoom,outbound,video,627,0.4543689683914406,100.81500000000005,0.44569444444444706,3.5652423062396625,admin,{Account Manager},1,Client Follow Up
5163,1194.944,2021-09-28 17:35:52,23,,zoom,outbound,video,612,0.3988770177209659,80.18032789230392,0.8623530112876872,4.368405548711906,admin,{Sales},1,Client Follow Up
5162,876.042,2021-09-28 17:00:00,17,,google,outbound,video,,0.563812572211514,141.18214941024803,0.17950828075411884,2.7395946769675428,admin,{Sales},1,"1st Call"
5161,132.20575,2021-09-28 16:54:04,23,,aircall,outbound,audio,,0.3977351699443037,27.836065292358406,0.01602911949147945,4.538380516732442,admin,{Sales},1,Unscheduled Follow up
5158,1777.375,2021-09-28 16:09:28,23,,manual,inbound,video,623,0.0,0.0,0.0,0.0,admin,{Sales},1,Prospect Follow up
5165,2741.709,2021-09-28 16:00:00,18,,google,outbound,video,,0.0,0.0,0.0,0.0,admin,{Account Manager},1,Client Follow Up
5160,1792.125,2021-09-28 15:00:00,18,,google,outbound,video,,0.4708385078230306,112.12386155128002,0.3001366272561546,2.644904791797447,admin,{Account Manager},1,Other
5154,486.88,2021-09-28 14:06:37,23,,zoom,outbound,video,,0.31204226974923843,74.30783271789561,0.2747239856159412,4.066710483075912,admin,{Sales},1,Prospect Follow up
5155,1712.256,2021-09-28 14:01:05,18,18,zoom,outbound,video,588,0.0,0.0,0.0,0.0,admin,{Account Manager},14,Other
5153,2405.664,2021-09-28 12:03:13,8,59,zoom,outbound,video,626,0.5923323633062606,300.280509948731,0.20825738478961406,1.9454088351490482,admin,{Sales},1,"1st Call"
5151,445.858,2021-09-28 11:49:57,17,,aircall,inbound,audio,,0.5520801770459725,51.522768974304995,0.1353597156703739,4.306303800761678,admin,{Sales},1,Cold Call
5148,2227.552,2021-09-28 10:01:02,18,,zoom,outbound,video,624,1.318110775735668,197.99635696410996,0.5979811785121121,2.558862823404347,admin,{Account Manager},2,Client Follow Up
5149,1269.917,2021-09-28 09:15:00,18,59,google,outbound,video,625,0.3315292022065858,139.599271416664,0.13876044291709905,3.7325274013970997,admin,{Account Manager},1,Client Follow Up
5144,443.584,2021-09-27 17:58:58,23,,zoom,outbound,video,,0.3144653621389771,38.53551959991461,1.1674863755701423,5.4104746789785025,admin,{Sales},1,Prospect Follow up
5143,2926.72,2021-09-27 17:03:29,23,59,zoom,outbound,video,623,0.5396775229608561,78.75,0.7660937500000253,2.624097966324076,admin,{Sales},4,Onboarding Team
5146,868.917,2021-09-27 17:00:00,18,,google,outbound,video,269,0.37803690876391227,101.28233158588431,0.24059554027480612,3.176367823393949,admin,{Account Manager},1,Client Follow Up
5137,1422.528,2021-09-27 14:06:01,18,59,zoom,outbound,video,439,0.6606968328991715,51.923497676849024,0.25553896860667236,4.723984343366176,admin,{Account Manager},1,Client Follow Up
5142,2512.209,2021-09-27 14:00:00,23,,google,outbound,video,622,0.0,0.0,0.0,0.0,admin,{Sales},1,"1st Call"
5135,413.152,2021-09-27 12:02:30,17,17,zoom,outbound,video,,0.48585566763827687,33.36612021923,0.6259509850951729,4.7924250638990005,admin,{Sales},1,Prospect Follow up
5136,1972.704,2021-09-27 11:35:06,8,,zoom,outbound,video,,0.6286711786835646,68.25683069229103,0.8915343994190194,2.5244537447077717,admin,{Sales},1,"1st Call"
5138,5192.25,2021-09-27 10:30:00,18,,google,outbound,video,265,0.0,0.0,0.0,0.0,admin,{Account Manager},2,Client Follow Up
5100,2752.352,2021-09-24 16:03:18,8,8,zoom,outbound,video,78,0.7835027683070646,186.01275044678982,0.6473339945075877,1.9401588168955133,admin,{Sales},10,Onboarding Team
5101,2992.64,2021-09-24 16:01:29,14,,zoom,outbound,video,,0.5880784547777813,105.85063731670016,0.9017174082141327,2.7868370402053038,admin,{Sales},2,Demo
5096,821.76,2021-09-24 15:50:22,61,,aircall,outbound,audio,,0.5981608093759732,73.846994400025,0.269581084251438,3.6507009345794392,admin,{Sales},1,Cold Call
5097,2641.472,2021-09-24 15:32:42,23,23,zoom,outbound,video,614,0.0,0.0,0.0,0.0,admin,{Sales},2,Demo
5094,951.072,2021-09-24 15:19:32,8,,zoom,outbound,video,599,0.5082961454887764,81.62477242946602,0.21771190563841325,2.6496416675078227,admin,{Sales},1,Prospect Follow up
5091,171.80725,2021-09-24 15:00:59,63,,aircall,outbound,audio,,0.4859090359801532,32.7449909448623,0.01669704914088162,4.190742823716694,admin,{Sales},1,"1st Call"
5093,854.64825,2021-09-24 14:59:08,61,,aircall,outbound,audio,,0.3920828179968925,76.5118397474288,0.38023681725787506,3.861237649524234,admin,{Sales},1,Cold Call
5095,2319.959,2021-09-24 14:00:00,3,,google,outbound,video,,0.689933523785302,124.7887072563173,0.2975244305349503,2.250039763633754,admin,"{Account Manager,Product}",2,Other
5089,3356.608,2021-09-24 11:43:00,8,,manual,inbound,video,,0.0,0.0,0.0,0.0,admin,{Sales},,Other
5088,123.06275,2021-09-24 11:35:47,17,,aircall,outbound,audio,,0.6357175588764195,12.32422596216199,0.15057666103042897,5.850673741648062,admin,{Sales},1,Cold Call
5087,403.77475,2021-09-24 11:07:40,17,,aircall,outbound,audio,,0.43048221898801625,36.391621232032705,0.20437161127725703,4.457931061811072,admin,{Sales},1,Cold Call
5086,1080.448,2021-09-24 09:31:10,17,,zoom,outbound,video,,0.5374718495249591,54.76867032051098,0.6254728482319208,4.387069067646013,admin,{Sales},1,Set up
5085,396.2775,2021-09-23 18:00:44,61,,aircall,outbound,audio,,0.8894982912733732,0.0,0.0,0.0,admin,{Sales},1,Cold Call
5082,151.11825,2021-09-23 17:25:57,61,,aircall,outbound,audio,,0.28960781988273765,37.9143896102906,0.05282335728401355,5.9556009945853665,admin,{Sales},1,Cold Call
5083,1575.04,2021-09-23 17:17:02,17,,zoom,outbound,video,524,0.6492181955460185,143.64662981033302,0.4182526515473577,4.457029662738724,admin,{Sales},1,Onboarding Managers
5081,2615.456,2021-09-23 16:00:41,14,14,zoom,outbound,video,,0.6643086119870145,260.66120195388805,0.17722304707214417,2.0187684289087637,admin,{Sales},2,Demo
5084,970.292,2021-09-23 16:00:00,17,,google,outbound,video,597,0.4303588721962994,95.43169403076206,0.288504266076782,2.2261339885312874,admin,{Sales},1,Prospect Follow up
5080,1602.464,2021-09-23 15:38:04,1,,zoom,outbound,video,617,0.8616917447131414,0.0,0.0,0.0,admin,{Sales},1,Demo
5079,425.35175,2021-09-23 15:30:39,61,,aircall,outbound,audio,,0.4015320297704284,61.2823314666748,0.034061956405618335,2.6801347355453458,admin,{Sales},1,Cold Call
5078,235.964,2021-09-23 15:01:40,61,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Cold Call
5076,188.86525,2021-09-23 14:43:08,61,,aircall,outbound,audio,,0.3681656576635475,21.162112951279,0.1904761110033861,8.57754404264416,admin,{Sales},1,Cold Call
5077,667.0105,2021-09-23 14:38:36,23,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
5074,407.53625,2021-09-23 14:12:52,23,,aircall,outbound,audio,,0.5796393406723593,26.714025735855017,0.39301399623638106,5.152915844909502,admin,{Sales},1,Unscheduled Follow up
5075,1607.04,2021-09-23 14:03:39,14,,zoom,outbound,video,87,0.57870030509955,78.73770475386982,0.6755028252909784,3.5095579450418164,admin,{Sales},1,Client Follow Up
5073,2468.672,2021-09-23 11:30:52,17,,zoom,outbound,video,616,0.5841167697798217,165.0291439294819,0.045486012814334814,3.4755528478469397,admin,{Sales},2,Demo
5072,635.2,2021-09-23 11:25:12,8,,zoom,outbound,video,615,0.709910264483627,33.94500000000001,0.44750000000000134,2.928211586901763,admin,{Sales},1,Client Follow Up
5071,2110.4,2021-09-23 10:29:35,17,,zoom,outbound,video,,0.6879470020905561,127.27504563331206,0.617314474762293,3.0420773313115994,admin,{Sales},14,Onboarding Team
5070,3807.712,2021-09-23 09:59:43,23,59,zoom,outbound,video,,0.5676123057269454,166.3315116763114,0.5321079915218656,1.7490818633342018,admin,{Sales},1,Demo
5068,141.06125,2021-09-22 17:55:39,23,,aircall,inbound,audio,,0.8935518286489332,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
5067,1845.952,2021-09-22 17:03:45,8,,zoom,outbound,video,200,0.43014119543736773,100.82499999999999,1.4823913043478414,2.957823388690497,admin,{Sales},1,Client Follow Up
5066,2414.88,2021-09-22 16:45:46,23,,zoom,outbound,video,612,0.4581614821440399,37.23000000000002,2.474611111111116,4.447425959053866,admin,{Sales},1,Set up
5063,1026.56,2021-09-22 16:30:47,17,,zoom,outbound,video,406,0.5310554598502191,95.049180030823,1.3859744966030487,2.454800498753117,admin,{Sales},2,Prospect Follow up
5065,2114.336,2021-09-22 16:30:31,14,14,zoom,outbound,video,,0.4036500006798067,107.05282330513,0.9250234220477864,4.228277813933075,admin,{Sales},3,Other
5061,230.635,2021-09-22 15:53:07,23,,aircall,inbound,audio,,0.574860177767962,27.315118312836006,0.03339413801814,4.942875105686475,admin,{Sales},1,Unscheduled Follow up
5060,838.144,2021-09-22 15:01:55,17,,zoom,outbound,video,595,0.6074015920891875,58.424999999999955,0.5389473684210524,2.72029627367135,admin,{Sales},3,Prospect Follow up
5059,1577.28,2021-09-22 14:30:50,23,,zoom,outbound,video,614,0.39753363815227877,126.87249541282603,0.8582590818407603,2.891052951917225,admin,{Sales},1,"1st Call"
5056,2759.792,2021-09-22 14:24:51,23,,manual,inbound,video,483,0.0,0.0,0.0,0.0,admin,{Sales},1,Onboarding Team
5056,2759.792,2021-09-22 14:24:51,23,,manual,inbound,video,483,0.0,0.0,0.0,0.0,admin,{Sales},1,Client Follow Up
5058,1998.656,2021-09-22 14:02:29,8,,zoom,outbound,video,18,0.6202192873611069,173.22000000000003,0.5971621621621563,2.221492843190624,admin,{Sales},2,Prospect Follow up
5049,496.1175,2021-09-22 11:42:46,23,,aircall,inbound,audio,,0.4951196539183215,57.71584749221799,0.024254529099741188,4.4747464058413575,admin,{Sales},1,Unscheduled Follow up
5048,138.031,2021-09-22 11:40:12,63,,aircall,outbound,audio,,0.39823687919223943,38.4571948051453,0.0240437984466638,3.9121646586636336,admin,{Sales},1,Unscheduled Follow up
5046,286.87675,2021-09-22 11:30:05,23,,aircall,inbound,audio,,0.6154559405737827,19.325000000000017,0.20545454545454914,4.60127912073739,admin,{Sales},1,Cold Call
5045,211.644,2021-09-22 11:03:14,61,,aircall,inbound,audio,,0.4521035323467709,31.025000000000006,0.9054545454545448,6.236888359698361,admin,{Sales},1,Cold Call
5054,1252.959,2021-09-22 10:30:00,1,,google,outbound,video,,0.36708149924385675,83.10564661026001,0.17122048139558135,2.6816519934012204,admin,{Sales},1,Prospect Follow up
5043,2527.808,2021-09-22 10:10:56,8,3,zoom,outbound,video,613,0.6957293866797057,149.03642982244014,0.13099254699515636,2.231182115097349,admin,{Sales},1,Demo
5041,2207.04,2021-09-22 10:01:54,14,,zoom,outbound,video,,0.35478514209076367,302.925,0.5573750000000214,2.1476729012614184,admin,{Sales},1,"1st Call"
5052,1589.312,2021-09-21 18:02:02,23,,zoom,outbound,video,,0.0,0.0,0.0,0.0,admin,{Sales},1,Set up
5051,818.528,2021-09-21 18:01:07,8,8,zoom,outbound,video,485,0.4909230274761747,81.68306016922,0.3679968931457845,4.837953008327143,admin,{Sales},2,Prospect Follow up
5040,159.4515,2021-09-21 17:37:10,61,,aircall,outbound,audio,,0.42894086083778027,16.892532110213992,0.3055556118488618,6.39692947385255,admin,{Sales},1,Cold Call
5050,3336.792,2021-09-21 17:00:00,17,59,google,outbound,video,597,0.0,0.0,0.0,0.0,admin,{Sales},1,Demo
5039,1925.152,2021-09-21 16:28:58,23,,zoom,outbound,video,612,0.4906319016300664,136.331511974335,2.092462463038627,2.617975100147936,admin,{Sales},2,Demo
5037,1657.376,2021-09-21 16:06:34,14,,zoom,outbound,video,,0.6675364165618516,84.06739544868451,0.41920371566438164,2.60652983993976,admin,{Sales},1,Demo
5035,1251.872,2021-09-21 15:48:45,23,,zoom,outbound,video,245,0.0,0.0,0.0,0.0,admin,{Sales},2,Prospect Follow up
5034,1777.12,2021-09-21 15:32:19,8,8,zoom,outbound,video,485,0.0,0.0,0.0,0.0,admin,{Sales},1,Demo
5036,2082.496,2021-09-21 15:31:31,14,,zoom,outbound,video,495,0.48798192337101093,127.17486333847,3.0287325536052205,1.7863179569132426,admin,{Sales},3,Prospect Follow up
5031,614.752,2021-09-21 15:04:43,8,,zoom,outbound,video,516,0.5309295455728487,62.254999999999995,0.1688095238095161,4.001613658841289,admin,{Sales},2,Prospect Follow up
5029,1047.136,2021-09-21 14:30:46,23,,zoom,outbound,video,551,0.39058744885065166,122.50455379486087,0.23138172626526463,4.0682394645967666,admin,{Sales},1,Prospect Follow up
